"","","","","","","","","","","",""
"","Exports, FOB to Partner Countries","","","","","","","","","",""
"","","","","","","","","","","",""
"","World","","","","","","","","","",""
"","US Dollars, Millions","","","","","","","","","",""
"","","","","","","","","","","",""
"","Egypt, Arab Rep. of","62,505.48","66,887.91","72,151.11","68,197.32","79,917.40","72,854.44","70,157.45","73,285.43","79,021.56","79,527.36"
"","Georgia","5,612.14","8,159.55","9,029.40","9,416.83","9,458.61","7,475.12","7,658.87","8,329.16","9,372.38","10,262.04"
"","Iran, Islamic Rep. of","76,427.88","71,564.80","67,814.73","57,408.90","67,362.21","51,652.40","52,947.75","60,238.53","51,195.97","33,017.57"
"","Iraq","32,014.23","31,283.45","37,022.44","41,198.19","40,735.70","34,081.38","28,845.13","32,704.66","33,363.37","36,967.82"
"","Jordan","18,568.05","21,604.59","23,874.97","25,511.37","25,603.50","20,458.45","18,474.91","20,010.13","19,587.85","19,874.15"
"","Kazakhstan, Rep. of","33,036.61","39,848.21","44,757.97","50,033.21","44,183.23","31,352.55","28,887.83","35,353.19","38,092.69","43,035.52"
"","Kuwait","22,619.71","24,831.00","26,148.06","29,109.41","31,481.24","26,354.33","24,996.49","27,877.06","28,934.23","35,267.51"
"","Kyrgyz Rep.","6,545.66","8,229.13","9,161.39","9,590.86","9,470.32","7,184.33","8,171.65","8,782.51","9,288.23","10,436.82"
"","Lebanon","17,975.27","18,980.97","19,830.31","20,145.98","20,246.94","17,777.72","17,156.72","18,499.87","18,708.73","16,045.51"
"","Libya","21,138.38","8,065.49","21,907.76","26,777.65","19,013.83","12,500.41","9,899.64","9,473.52","12,790.42","15,711.60"
"","Mauritania, Islamic Rep. of","2,313.28","3,599.72","4,111.93","4,279.70","4,002.91","3,006.65","2,909.24","3,239.42","3,493.09","3,635.47"
"","Morocco","30,685.21","38,294.27","38,589.90","39,446.55","39,854.68","33,001.19","36,864.99","39,660.48","44,380.93","45,580.56"
"","Oman","20,847.71","25,041.01","30,557.10","34,191.65","33,303.91","32,625.92","31,358.31","34,480.53","35,372.61","32,381.13"
"","Pakistan","37,946.19","44,772.96","45,613.46","47,389.34","50,376.63","48,481.88","51,421.56","58,923.22","60,933.77","52,153.02"
"","Qatar","20,813.86","22,498.56","26,160.22","27,726.88","33,995.87","30,992.41","28,968.37","28,296.59","32,127.43","36,430.34"
"","Saudi Arabia","99,908.46","121,607.20","145,969.43","160,210.76","165,639.80","163,121.82","127,639.08","121,990.87","118,880.68","131,298.29"
"","Somalia","816.30","1,224.40","1,278.44","1,477.09","1,642.62","1,754.06","1,981.24","2,366.52","2,465.69","2,865.87"
"","Sudan","7,217.52","8,113.05","9,228.62","9,940.52","9,320.83","9,158.77","8,461.12","9,070.36","8,166.00","9,282.35"
"","Syrian Arab Rep.","19,622.97","16,651.03","8,008.03","6,344.90","7,381.56","5,489.06","4,501.01","5,078.50","5,506.30","5,835.80"
"","Tajikistan, Rep. of","3,407.71","4,422.70","4,305.98","4,529.75","5,334.02","3,830.02","3,558.65","3,421.48","3,844.33","4,235.09"
"","Tunisia","22,704.76","23,955.93","24,234.94","24,326.55","23,930.30","19,097.07","18,466.61","19,777.30","21,864.12","20,410.93"
"","Turkmenistan","4,267.21","6,013.18","7,755.67","7,587.21","7,889.47","5,732.59","4,973.79","3,752.65","2,217.69","2,823.96"
"","United Arab Emirates","185,259.70","226,109.14","262,445.72","270,990.86","274,266.47","241,891.11","229,298.74","234,019.28","227,451.72","229,421.85"
"","West Bank and Gaza","391.24","445.02","476.57","599.38","717.23","770.95","789.31","957.92","940.48","992.40"
"","Yemen, Rep. of","9,346.23","8,383.39","11,605.34","13,874.74","11,851.43","7,285.34","7,199.22","7,164.75","8,069.05","10,846.74"
"","Middle East and Central Asia not specified","944.93","1,004.05","974.11","1,109.89","19.30","0.55","17.10","32.65","45.75","35.47"
"","Other Countries not included elsewhere","12,309.76","13,878.20","14,634.53","15,469.25","13,357.06","11,989.73","11,124.82","11,329.05","10,583.33","8,716.94"
"","Cuba","8,665.86","9,991.22","10,372.00","11,094.22","9,296.73","8,486.53","7,639.55","7,758.55","7,971.54","5,926.73"
"","Korea, Dem. People's Rep. of","3,643.90","3,886.99","4,262.54","4,375.03","4,060.33","3,503.21","3,485.27","3,570.50","2,611.79","2,790.22"
"","Countries & Areas not specified","144,956.19","218,993.22","135,210.99","154,121.88","129,327.08","76,523.27","72,010.22","88,582.28","124,177.63","118,569.33"
"","Special Categories","42,066.34","54,062.31","60,480.92","59,191.95","52,708.47","44,415.16","42,638.46","48,243.55","60,958.20","56,862.21"
"","Memorandum Items","","","","","","","","","",""
"","Africa","405,889.48","518,174.42","526,768.87","548,466.03","566,808.94","472,081.57","430,283.11","452,359.51","491,525.37","494,893.89"
"","Middle East","624,404.07","685,685.85","778,563.96","805,922.80","833,619.93","734,102.17","666,240.01","689,835.98","691,747.45","701,909.09"
"","European Union","4,715,705.71","5,499,365.71","5,195,306.52","5,268,429.57","5,386,801.55","4,632,644.18","4,610,820.87","5,116,983.14","5,733,268.03","5,535,193.37"
"","Export earnings: fuel","981,501.43","1,179,698.62","1,318,943.05","1,368,123.41","1,357,329.97","1,081,921.89","966,110.63","1,027,977.19","1,056,592.09","1,073,614.57"
"","Export earnings: nonfuel","14,218,285.43","16,985,470.14","16,997,522.04","17,328,953.16","17,435,780.65","15,287,965.66","14,856,499.71","16,466,469.12","18,219,127.24","17,726,062.78"
