"","","","","","","","","","","",""
"","Imports, CIF from Partner Countries","","","","","","","","","",""
"","","","","","","","","","","",""
"","World","","","","","","","","","",""
"","US Dollars, Millions","","","","","","","","","",""
"","","","","","","","","","","",""
"","Egypt, Arab Rep. of","31,545.15","36,295.78","35,432.55","34,111.87","32,076.39","25,681.01","25,211.66","29,339.30","32,312.51","35,463.93"
"","Georgia","2,240.17","2,834.41","2,536.84","2,525.70","2,805.36","2,246.36","1,941.17","2,437.63","2,611.61","2,704.55"
"","Iran, Islamic Rep. of","91,406.34","118,660.26","88,265.13","66,193.53","67,888.87","42,091.25","50,307.34","70,151.85","76,480.73","33,331.60"
"","Iraq","52,150.70","79,010.73","95,385.83","89,915.20","86,797.95","54,540.78","49,166.60","68,269.98","95,657.19","91,139.01"
"","Jordan","6,739.54","7,580.88","7,870.07","7,528.24","8,123.80","7,641.28","7,174.64","7,630.82","8,155.82","9,282.60"
"","Kazakhstan, Rep. of","51,889.11","71,269.31","71,941.22","68,272.65","59,866.35","36,871.06","31,200.62","42,486.97","50,865.94","49,081.60"
"","Kuwait","69,377.93","97,641.70","116,669.68","111,436.85","101,480.99","56,659.13","43,922.00","52,518.27","68,732.20","62,690.11"
"","Kyrgyz Rep.","1,173.62","876.91","1,214.54","1,336.41","1,318.91","1,110.96","867.69","1,439.74","1,599.86","1,883.70"
"","Lebanon","3,813.20","3,756.09","4,501.14","4,642.60","4,674.03","3,611.01","3,447.87","3,897.90","4,039.21","5,512.26"
"","Libya","50,507.29","19,423.66","59,966.40","43,066.61","21,038.25","11,713.69","9,670.82","19,488.97","30,618.09","29,443.73"
"","Mauritania, Islamic Rep. of","2,536.23","3,721.70","3,377.41","3,537.72","3,335.28","2,337.01","2,376.61","2,764.41","3,246.94","3,591.89"
"","Morocco","17,854.78","22,862.01","22,727.02","23,306.98","24,789.33","24,619.96","24,938.78","27,457.33","30,716.52","30,200.47"
"","Oman","32,482.42","44,964.59","50,605.79","54,013.65","50,557.77","33,046.48","27,869.62","32,240.47","44,050.78","44,078.86"
"","Pakistan","21,282.25","27,370.69","27,114.64","24,879.09","25,877.88","23,500.48","22,501.91","23,972.41","25,260.02","24,765.02"
"","Qatar","68,419.82","110,220.41","126,561.01","129,991.10","123,842.40","76,904.07","55,633.47","64,241.90","83,679.99","74,648.35"
"","Saudi Arabia","248,877.52","358,456.40","389,595.69","378,753.74","359,093.64","216,019.13","176,364.73","208,653.35","278,029.35","249,694.73"
"","Somalia","376.18","502.75","490.77","668.28","711.61","718.71","658.81","490.41","566.96","654.09"
"","Sudan","9,132.27","12,878.23","6,993.50","6,223.24","5,566.93","3,943.28","3,998.40","4,969.56","4,087.56","4,091.37"
"","Syrian Arab Rep.","18,941.78","10,311.80","2,951.12","1,914.16","1,280.95","931.73","822.71","836.18","863.20","1,038.21"
"","Tajikistan, Rep. of","1,226.16","1,213.84","1,156.61","953.44","809.50","914.94","922.58","1,186.31","1,467.51","1,132.24"
"","Tunisia","16,983.12","17,550.57","17,236.10","18,144.35","17,109.01","14,357.79","13,939.96","15,999.20","18,319.61","17,116.10"
"","Turkmenistan","2,890.24","7,589.68","10,203.98","11,646.60","12,055.19","10,169.42","8,447.66","8,062.93","10,157.28","10,987.98"
"","United Arab Emirates","171,531.34","220,661.21","256,463.91","254,903.55","239,807.23","176,100.90","172,902.83","193,382.71","219,594.32","221,561.23"
"","West Bank and Gaza","112.00","84.71","107.14","104.19","116.71","115.44","109.10","128.38","131.12","153.42"
"","Yemen, Rep. of","8,249.73","9,908.15","8,867.86","9,906.26","9,429.42","2,218.91","1,119.74","2,460.80","1,837.18","1,842.46"
"","Middle East and Central Asia not specified","730.14","417.62","311.67","27.40","1,364.14","2,807.33","2,759.30","2,690.05","3,668.75","3,837.82"
"","Other Countries not included elsewhere","5,363.80","8,000.74","7,156.59","7,618.09","6,877.03","5,742.88","5,139.81","4,283.22","2,975.21","2,465.88"
"","Cuba","3,063.02","4,033.11","3,798.81","3,955.61","3,356.06","2,311.28","1,736.92","2,122.70","2,047.14","1,778.30"
"","Korea, Dem. People's Rep. of","2,300.78","3,967.63","3,357.78","3,662.47","3,520.97","3,431.60","3,402.88","2,160.51","928.07","687.59"
"","Countries & Areas not specified","171,862.72","208,127.49","131,310.94","238,299.48","233,910.96","178,719.74","158,528.58","227,733.00","244,886.58","270,013.10"
"","Special Categories","116,983.99","134,011.86","160,809.39","174,940.93","163,251.21","166,733.25","143,722.71","14,589.06","14,980.04","12,811.28"
"","Memorandum Items","","","","","","","","","",""
"","Africa","448,004.45","594,251.37","607,602.95","589,481.15","571,612.34","403,718.38","366,564.45","427,189.14","499,081.87","474,030.03"
"","Middle East","864,112.76","1,128,234.58","1,256,352.55","1,198,298.00","1,120,636.72","718,982.66","634,138.06","766,433.13","961,987.48","880,599.48"
"","European Union","4,631,914.44","5,406,253.24","5,234,381.01","5,385,358.43","5,519,872.83","4,865,625.24","4,878,564.14","5,338,403.70","5,854,941.54","5,717,661.59"
"","Export earnings: fuel","1,674,562.28","2,223,953.57","2,394,774.60","2,295,580.36","2,145,382.49","1,373,807.51","1,164,740.78","1,414,796.12","1,755,253.72","1,599,564.00"
"","Export earnings: nonfuel","13,794,747.70","16,103,716.44","16,153,778.29","16,535,704.46","16,788,882.20","15,205,565.26","14,979,639.19","16,314,997.08","17,789,852.86","17,522,925.97"
